account_id,jurisdiction,designator,category,short_name,name,description,long_description,url,county,,,,,
1,CITY OF CASTLE ROCK,1,Proposition,Proposition 1,Sales and Use Tax for Transportation Improvements,The Castle Rock City Transportation Benefit District is authorized to request voter approval of and thereafter impose and collect a sales and use tax to fund transportaion improvements. This proposition would authorize a sales and use tax of up to two tenths of one percent to be collected from all taxable retail sales and uses within the district  for a term of ten years or the time necessary to pay the debt servicing  or financing for the purpose of paying the cost of transportation improvements identified in section 2 of the 2012-07 resolution.,more info found in CR.Prop1.res.pdf in Cowitz Bms folder.,https://wei.sos.wa.gov/county/cowlitz/en/voterinformation/Pages/Online-Voters-Guide.aspx,Cowlitz,,,,,
1,CEMETERY DISTRICT #2,1,Proposition,Proposition 1,ONE YEAR MAINTENANCE AND OPERATIONS EXCESS TAX LEVY,"The Douglas County Cemetery District No. 2 Board of Commissioners adopted Resolution #2012/002 on August 6, 2012, containing a proposition to finance maintenance and operations.  This proposition would authorize the district to levy excess taxes upon all taxable property within the district in the amount of $40,000, requiring collection of approximately $0.30 per $1,000 of assessed valuation in 2013.  Should this proposition be approved? Yes or No",,https://wei.sos.wa.gov/county/douglas/en/elections/CurrentElection/Pages/OnlineVotersGuide.aspx,Douglas,,,,,
1,EASTMONT SD,1,Proposition,Proposition 1,REPLACEMENT OF EXPIRING EDUCATIONAL PROGRAMS AND  OPERATIONS LEVY,"The Board of Directors of Eastmont School District No. 206 adopted Resolution No. 2012-16, concerning a proposition for a replacement levy for education.  This proposition would authorize the District to levy the following excess taxes, in place of an expiring levy, upon all taxable property within the District, for support of General Fund educational programs and operations expenses: Collection Years: 2014, 2015, 2016, 2017, Approximate Levy Rate Per $1000 of Assessed Value: $3.11, $3.18, $3.26, $3.34, Levy Amount: $8,556,246, $8,812,933, $9,077,321, $$9,349,641. all as provided in Resolution No. 2012-16.  Should this proposition be approved? Yes or No",,https://wei.sos.wa.gov/county/douglas/en/elections/CurrentElection/Pages/OnlineVotersGuide.aspx,Douglas,,,,,
1,HOSPITAL DISTRICT #2,1,Proposition,Proposition 1,ONE YEAR EXCESS LEVY,"The Douglas County Hospital District No. 2 (Waterville Clinic and Ambulance) Board of Commissioners adopted Resolution #63 on July 18, 2012, containing a proposition to finance maintenance and operation.  This proposition would authorize the district to levy excess taxes upon all taxable property within the district in the sum of $65,000, requiring collection of approximately $0.40 per $1,000 of assessed valuation in 2013.  Should this proposition be approved? Y or N",,https://wei.sos.wa.gov/county/douglas/en/elections/CurrentElection/Pages/OnlineVotersGuide.aspx,Douglas,,,,,
1,Wilson Creek Cemetery Dist #2,1,Proposition,Proposition 1,ONE YEAR MAINTENANCE AND OPERATION LEVY,"The Board of Commissioners of Grant County Cemetery District No. 2 adopted Resolution No. 12-1, concerning a proposition to finance maintenance and operation expenses.  This proposition would authorize the District to levy the following excess taxes upon all taxable property within the District, for the support of the District’s maintenance and operation expenses: Levy year: 2013, Approx. Levy Rate per $1000 assessed value: $0.22500, Levy Amount: $8,000.",All as provided in Resolution No. 12-1.,https://wei.sos.wa.gov/county/grant/en/CurrentElection/Pages/OnlineVotersGuide.aspx,Grant,,,,,
1,Sch Dist 65 - McCleary,1,Proposition,Proposition 1,Dissolution and reapportionment of its directors' districts,"The Board of Directors of the McCleary School District No. 65, Grays Harbor County, WA, adopted Resolution No. 5-11-12 concerning thedissolution and reapportionment of its directors' districts. This proposition would authorize the district to dissolve its five existing directors' districts and reapportion the district into three directors' districts and with two directors elected at-large to better facilitate citizen participation as board members, as provided in Resolution No. 5-11-12. Should this proposition be: Approved or Rejected",,https://wei.sos.wa.gov/county/graysharbor/en/Pages/OnlineVotersGuide.aspx              ,"Grays Harbor, Mason",,,,,
1,Westport Council,,Proposition,,Emergency medical care and ambulance services,"Shall the City of Westport levy upon the regular taxable property within the City, in addition to its regular levy, the sum of $87,500 (approximately $0.25 per thousand of assessed valuation) for each of the next six (6) consecutive years for the purpose of providing emergency medical care and ambulance services to its citizens?",,https://wei.sos.wa.gov/county/graysharbor/en/Pages/OnlineVotersGuide.aspx,Grays Harbor,,,,,
1,Fire District 5,1,Proposition,Proposition 1,Delivery of fire and medical services,"The Board of Commissioners of Grays Harbor County Fire Protection District No. 5 adopted Resolution No. 12-05 (Revised) concerning a proposition to ensure continued delivery of fire protection and emergency medical services to citizens and residents of the District.  This measure would authorize the District to exceed the one percent limitation on annual increases in property tax revenues for a six year period by setting the regular property tax levy rate to $1.50 per $1,000.00 of assessed valuation for collection in 2013 and providing an annual increase for each of the five succeeding years, 2014 to 2018, to maintain said rate of $1.50 per $1,000.00 of assessed valuation as allowed by Chapter 84.55 RCW.  The 2018 levy amount will be used to calculate subsequent levy limits.  This shall not be construed to authorize an excess levy and shall be subject to otherwise applicable statutory limits, except the 1% limitation required by RCW 84.55.",,https://wei.sos.wa.gov/county/graysharbor/en/Pages/OnlineVotersGuide.aspx,Grays Harbor,,,,,
1,Fire District 12,,Proposition,Proposition 1,Provision of Emergency Medical Services,"Shall Grays Harbor County Fire Protection District No. 12 be authorized to levy a regular property tax in the sum of $.50 (maximum) per $1,000 assessed valuation each year for six consecutive years beginning in 2013 for the provision of Emergency Medical Services all as provided in Grays Harbor County Fire Protection District No. 12 Resolution No. 12-2 and the Laws of the State of Washington, RCW 84.52.069?",,https://wei.sos.wa.gov/county/graysharbor/en/Pages/OnlineVotersGuide.aspx,Grays Harbor,,,,,
1,Fire District 15,1,Proposition,Proposition 1,Provision of Emergency Medical Services,"Shall  Grays Harbor-Pacific County Fire Protection District No. 15 be authorized to levy upon the regular taxable property within the district, in addition to the regular levy, the sum of $0.48 per $1,000 assessed valuation, for collection in 2013 for the provision of Emergency Medical Services all as provided in Grays Harbor - Pacific County Fire Protection District No. 15 Resolution 2012-07 and the Laws of the State of Washington?",,https://wei.sos.wa.gov/county/pacific/en/elections/Documents/20120911092217342.pdf,"Grays Harbor, Pacific",,,,,
1,Fire District 15,2,Proposition,Proposition 2,Restore the district's regular property tax levy,"The Board of Fire Commissioners of Grays Harbor-Pacific County Fire Protection District No. 15, adopted Resolution No. 2012-08 concerning  proposition to restore the District's regular property tax levy. The proposition authorizes the District to restore its regular property tax levy to an amount not to exceed $1.00 per $1,000 of assessed value to pay for fire protection and emergency medical services, to be levied in 2012 for collection in 2013 and would authorize settling a 101% limit factor for each of the five succeeding years and provide the maximum allowable levy in 2018. The maximum allowable levy in 2018 shall be used to determine future increases as  allowed by Chapter 84.55 RCW.",,https://wei.sos.wa.gov/county/pacific/en/elections/Documents/20120911092217342.pdf,"Grays Harbor, Pacific",,,,,
1,FIRE DISTRICT NO 3,31112,Proposition,Proposition 31112,EMS Levy Lift Proposition,"The Board of Fire Commissioners of South Whidbey Fire/EMS, a fire protection district, adopted Resolution No. 2012-10 concerning a proposal to increase its regular property tax levy.  If approved, this proposition would authorize the District to exceed the 1% property tax increase limitation by increasing the levy rate from approximately $.61 to $.76 per $1,000 of assessed valuation for the District’s 2012 regular property tax levy for collection in 2013, subject to any otherwise applicable dollar rate limitations.  Thereafter, such levy amount would be used to compute dollar levy limitations for subsequent years as allowed by chapter 84.55 RCW.  Should this proposition be approved?",,https://wei.sos.wa.gov/county/island/en/Elections/Pages/OnlineVotersGuide.aspx,Island,,,,,
1,Coyle / Thorndyke Parks & Recreation District No.,1,Proposition,Proposition 1,Six Year Regular Tax Levy,"The Board of Commissioners for Jefferson County Parks &amp; Recreation District No. 1 adopted Resolution #12-1, which, if approved would impose property tax levies during six consecutive years beginning in 2013, with collection beginning in 2014. Will the Jefferson County Parks &amp; Recreation District No. 1 be authorized to impose regular tax levies of fifteen cents ($0.15) or less per thousand dollars of assessed valuation for each of six consecutive years for the operation and maintenance of the Laurel B. Johnson Community Center in Coyle?",,https://wei.sos.wa.gov/county/jefferson/en/pages/onlinevotersguide.aspx,Jefferson,,,,,
1,Brinnon School District No. 46,1,Proposition,Proposition 1,Creating Parks & Recreation District No. 2,"The Jefferson County Board of County Commissioners adopted Resolution #38-12 concerning a proposition to form the ""Jefferson County Parksand Recreation District No. 2"" to include all land lying within the Brinnon School District 46, said territory also being described as all of Voter Precinct 204, and within unincorporated Jefferson County, Washington.Should this proposition be:",,https://wei.sos.wa.gov/county/jefferson/en/pages/onlinevotersguide.aspx,Jefferson,,,,,
1,KING COUNTY,1,Proposition,Proposition 1, Automated Fingerprint Identification System Services,"The King County council has passed Ordinance No. 17381 concerning this proposition for the automated fingerprint identification system (AFIS) levy. This proposition would replace an expiring levy and fund continued operation of the regional AFIS program, which provides enhanced forensic fingerprint and palmprint technology and services to identify criminals and aid in convictions. It would authorize King County to levy an additional property tax of $0.0592 (5.92 cents) per $1,000 of assessed valuation for collection in 2013 and authorize annual increases by the percentage increase in the consumer price index or 1%, whichever is greater, with a maximum increase of 3%, for the five succeeding years. Should this proposition be: Approved or Rejected","This proposition would authorize King County to levy an additional regular property tax to support the continued operation and enhancement of the automated fingerprint identification system (AFIS) program, and would replace the current voter-approved levy that will expire on December 31, 2012. The AFIS program is designed to improve the ability of law enforcement agencies within King County to identify and convict criminal offenders. Among other activities, the AFIS program matches crime scene fingerprints and palmprints to potential criminal suspects.
<br><br> 
The proposed levy would be authorized for a six-year period with collection beginning in 2013. During the first year, the tax would be levied at a rate of 5.92 cents ($0.0592) or less per one thousand dollars ($1,000) of assessed valuation on all taxable property within King County. Annual increases for each of the succeeding five years would be limited to the percentage increase in the consumer price index or 1%, whichever amount is greater. However, the maximum increase in any of the five succeeding years would be 3%.",http://www.kingcounty.gov/elections/currentelections/201211/measures.aspx,King,,,,,
1,CITY OF BLACK DIAMOND,1,Proposition,Proposition 1,Change in the Plan of Government,The City of Black Diamond currently operates as a Mayor-Council plan of government under the provisions of RCW Chapter 35A.12 with an elected mayor as chief executive. Shall the City of Black Diamond abandon its present Mayor-Council plan of government and adopt in its place the Council-Manager plan of government under the provisions of RCW Chapter 35A.13 with an appointed city manager as chief executive?,"Changing the current plan of government from a Mayor-Council plan of government under the provisions of RCW Chapter 35A.12 to a Council-Manager plan of government under the provisions of RCW Chapter 35A.13. If Proposition 1 is approved, the current Mayor-Council plan of government will be abandoned and reorganized as a Council-Manager plan of government. Under the Council-Manager plan of government, the Mayor would no longer be elected and instead would be appointed from among the members of the City Council to serve as the ceremonial head of the City with no administrative duties. The current Mayor would serve out the remainder of his or her term as an additional Council Member and this additional council position would terminate at the conclusion of his or her term. Current Council Members would also serve out the remainder of their terms. The City Council will retain the same powers as granted to the City Council under a Mayor-Council form of government, with the exception of those powers reserved to the City Manager. The City Council would be required to appoint a qualified person to be City Manager as the chief executive officer of the City and head of the administrative branch of the city government. The City Manager would be responsible to the City Council for the proper administration of all affairs of the City. The reorganization would also result in an increase in the size of the City Council from five members to seven members.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45653&eid=1253,King,,,,,
1,CITY OF KENT,1,Proposition,Proposition 1,Kent Parks and Streets,"The City Council of the City of Kent adopted Ordinance No. 4042 concerning property taxes to support City parks and streets. This proposition permits the City to increase the regular property tax levy by $0.37/$1,000 assessed valuation, for a regular levy of approximately $1.96/$1,000, for collection in 2013, to use this levy to compute levies for collection in 2014 through 2018 (with a 101% limit factor), and to use the amount of the levy for collection in 2018 to compute subsequent levy limits, as permitted by chapter 84.55 RCW, to fund improvements to City parks and streets. Should this proposition be: Approved or Rejected","If approved by the voters, this ballot measure would authorize the city to add to its regular property tax levy rate an additional 37 cents per thousand dollars of assessed valuation. This increase would bring the regular property tax rate to $1.96 per thousand dollars of assessed valuation during a six-year period beginning in 2013 and ending in 2018. The purpose of this increase is strictly to maintain and improve existing city parks and street infrastructure. City Ordinance 4042, which established this ballot measure, absolutely requires that 23 cents of this increase be dedicated each year to maintaining and improving existing parks facilities and 14 cents of the increase be dedicated to maintaining and improving specific streets. Playgrounds, ballfields, trails, and other park amenities will be replaced, refurbished and improved, and about 35 different neighborhood street and local arterial projects will resurface, maintain, and improve pavements, sidewalks, disabled access and lighting. Based on the recommendation of two independent citizen committees, the city council determined that this levy lid lift is necessary “in order to maintain and improve the parks, streets, and related infrastructure to a service level that the citizens of the City deserve and expect.” A copy of the ordinance that identifies each specific park and street facility is available at www.KentWA.gov, or a copy can be obtained from the city clerk’s office.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45654&eid=1253,King,,,,,
1,CITY OF KIRKLAND,1,Proposition,Proposition 1,City Street Maintenance and Pedestrian Safety,"The Kirkland City Council adopted Ordinance No. 4364 concerning a proposition for a street improvement levy rate increase. To fund street maintenance and safety improvements for neighborhood streets and arterials, including resurfacing, pothole repair, pedestrian safety improvements, traffic calming projects, school walk routes, sidewalks and crosswalks, the City’s regular property tax levy shall be increased permanently by $.204 per $1,000 of assessed value for collection beginning in 2013 and such amount shall be used for the purpose of computing the limitations for subsequent levies provided under RCW ch. 84.55. Should this proposition be: Approved or Rejected","The City of Kirkland is asking voters to decide whether to increase property taxes by a levy rate of 20.4 cents ($0.204) per $1,000 of assessed value to raise $3 million annually to invest in the repair of arterial and neighborhood streets and to enhance pedestrian and traffic safety near schools, in neighborhoods, and along transit routes.
 <br><br>
Levy funds will be used to repair potholes, resurface streets, and restore or replace approximately 90 lane-miles of arterial streets and will enable the City to conduct preventive maintenance on 650 lane-miles of local and neighborhood streets.  The levy will enable the City to add safe walking routes around Kirkland elementary and middle schools, enhance bicycle routes, and upgrade and add 50 new crosswalks with more visible energy-efficient warning lights throughout the community.  Safety improvements on eight key transit corridors and the installation of traffic calming devices to address neighborhood identified needs within Kirkland neighborhoods would be provided.  The levy will be used solely to extend the life of Kirkland’s street system, reduce maintenance costs, and improve the overall safety of Kirkland’s system of pedestrian and bicycle facilities. 
 <br><br>
If approved by voters, the City estimates that this permanent levy would result in additional property taxes of $70.58 per year ($5.88 per month) for a home with a median assessed valuation of $346,000.  Annual increases for collection after 2013 are limited to a maximum of one percent per year as governed by RCW ch. 84.55.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45655&eid=1253,King,,,,,
1,CITY OF KIRKLAND,2,Proposition,Proposition 2,"City Parks Maintenance, Restoration and Enhancement","The Kirkland City Council adopted Ordinance No. 4365 concerning a proposition for a park levy rate increase. To restore and enhance funding for park maintenance and beach lifeguards, to maintain, renovate, and enhance docks, park facilities, trails and playfields and to acquire parkland and open space, the City’s regular property tax levy base shall be increased permanently by $.16 per $1,000 of assessed value for collection beginning in 2013 and such amount shall be used for the purpose of computing the limitations for subsequent levies provided under RCW ch. 84.55. Should this proposition be: Approved or Rejected","The City of Kirkland is asking voters to decide whether to increase property taxes by a levy rate of sixteen cents ($0.16) per $1,000 of assessed value to restore parks maintenance and lifeguard services and to invest in the renovation and enhancement of Kirkland’s park system.
 <br><br>
Levy funds will be used solely to maintain, renovate and enhance Kirkland’s park, open space and recreation facilities, including O.O. Denny Park.  Funds will be used to restore previously cut park maintenance including restroom maintenance, landscape maintenance and repair of park facilities.  The levy will provide beach lifeguards at Houghton, Waverly, and Juanita beaches to improve water safety.  Funding would be provided for the Green Kirkland Partnership which restores and preserves natural areas and open spaces.  Planned capital improvements include major repairs and improvements to Waverly Beach Park, Edith Moulton Park and the Juanita Beach bathhouse and the improvement of school playfields.  Repair of public docks and restoration of shorelines at waterfront parks would be undertaken and an interim bicycle and pedestrian trail within the 5.75 mile Cross Kirkland Corridor would be built.  Additional land would be acquired for future neighborhood parks to meet growing needs throughout Kirkland. 
 <br><br>
If approved by voters, the City estimates that this permanent levy would result in additional property taxes of $55.36 per year ($4.61 per month) for a home with a median assessed valuation of $346,000.  Annual increases for collection after 2013 are limited to a maximum of one percent per year as governed by RCW ch. 84.55.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45656&eid=1253,King,,,,,
1,CITY OF MERCER ISLAND,1,Proposition,Proposition  1,Nine Year Levy Lid Lift for City Fire Station and Fire Apparatus,"The City Council of the City of Mercer Island adopted Ordinance No. 12-04 concerning property taxes for a fire station and fire apparatus. This proposition increases the City’s regular property tax levy by up to $.086/$1,000 (averaging approximately $662,000/year) to a total maximum rate of $1.517/$1,000 of assessed valuation for collection in 2013, and increases the levy as permitted in RCW 84.55 for eight years thereafter, to pay, or pay debt service on approximately $5.2 million of bonds and obligations issued to finance, costs of constructing, equipping, and acquiring a fire station and fire apparatus. Should this proposition be: Approved or Rejected","This proposition would provide funding for a new South end fire station and a new fire rescue truck.
 <br><br>
Each year, the City of Mercer Island can increase the amount of regular property taxes it collects by only 1% (approximately) without voter approval. This limit is called the ""levy lid."" Under this limit, in 2012, Mercer Island can collect regular property taxes at a rate of approximately $1.33 per $1,000 of assessed valuation without voter approval.
  <br><br>
With voter approval, this proposition would authorize the City of Mercer Island to collect approximately $662,000 over the levy lid for each of nine years (2013- 2021). This additional revenue would provide funds to pay debt service on bonds issued to finance the costs of constructing and equipping the South end fire station, and to pay costs to replace a fire rescue truck.  
  <br><br>
If this proposition passes, the City of Mercer Island will be allowed to increase the regular property tax rate in 2013 by approximately $0.086 per $1,000 of assessed valuation (to a total rate not to exceed $1.517 per $1,000 of assessed valuation).  For example, this proposition would increase the regular property tax bill on a $700,000 home (median assessed value in 2012) by approximately $60 in 2013.
  <br><br>
For regular property taxes collected after 2021, the maximum tax levy would be determined as if this proposition had not been approved.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45657&eid=1253,King,,,,,
1,CITY OF NORMANDY PARK,1,Proposition,Proposition  1,Property Tax Rate,"The Normandy Park City Council passed Resolution No. 853 to place the funding of city services before the voters. This proposition authorizes an increase in the regular property tax rate for collection in 2013 of $0.29246 per $1,000 of assessed valuation, for a total tax rate (if this proposition passes) of $1.60 per $1,000 of assessed valuation. The 2013 levy amount would become the base upon which levy increases would be computed for future years. Should this proposition be approved? Y or N","The City of Normandy Park relies on property taxes to provide basic services such as police protection, street and sidewalk construction, and facility maintenance.
 <br><br>
Over the last decade, the City’s property tax revenues have not kept up with inflation, mandates by state and federal government, and the demand for services from City residents.  Since 2002, inflation has risen by 26% while property taxes have gone up by only 8%.  State law limits increases in City property taxes to 1% per year without a public vote.
 <br><br>
Normandy Park’s 2012 property tax levy rate is approximately $1.31 per $1,000 of assessed valuation.  If this measure is passed into law, the City will be authorized to levy up to $1.60 per $1,000 of assessed valuation, an increase of approximately 29 cents per $1,000.  This will make Normandy Park’s property tax rate approximately the same as in surrounding cities.  This increase will allow the City to keep providing services, including police, street and sidewalk construction, and facility maintenance at current levels.  Currently 9% of the average household’s property tax bill goes to the City of Normandy Park.  The proposed increase applies only to the taxes that go to the City, and not to the remainder of the tax bill.
 <br><br>
To live within its means, the City of Normandy Park has cut staffing levels, frozen wages, deferred street and facility maintenance, implemented efficiencies, and explored other revenue options.  If this measure is not approved, further cuts in police and other City services will be necessary.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45658&eid=1253,King,,,,,
1,CITY OF SAMMAMISH,1,Proposition,Proposition  1,Multi-Purpose Community Center,"The City Council of the City of Sammamish has passed Resolution No. R2012-500 concerning an advisory vote on the development of a multi-purpose community center. If approved, this advisory vote would indicate voter approval for the development of a multi-purpose community center, operated by a non-profit entity experienced with recreational facilities, as deemed advisable by City Council. The estimated development cost is $30 million, and at least $5 million is expected to come from the non-profit entity and the remainder from available City money. No new taxes are expected to be levied to pay for operations, maintenance or construction costs.","Proposition 1 is an “advisory” vote intended to give the Sammamish City Council a sense of how the voters in Sammamish feel about the potential construction of a community and aquatic center in Sammamish.
<br><br> 
The estimated construction cost of the center is $30 million, with at least $5 million of that coming from a non-profit entity that would work with the city in the construction and operation of the center. (The YMCA is the proposed partner.)
<br><br> 
No new taxes are proposed in connection with building or operating the center. Based on current estimates, the city’s contribution to development costs would be $25 million or less, a sum that would be drawn from a portion of the city’s existing capital funds and financial reserves. The facility would be located on a seven-acre, city-owned parcel just west of the Sammamish Library.
<br><br> 
All ongoing operating expenses would be the responsibility of the non-profit operator of the facility.
 <br><br>
Among other things, the proposed community and aquatic center would include a leisure pool, lap pool, jogging track, weights, two gymnasiums, cardio and group fitness space, multipurpose rooms, locker rooms, a child-watch area and on-site parking.  The estimated building size: 60,000 square feet.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45660&eid=1253,King,,,,,
