98645,360,SILVERLAKE,COWLITZ,"Washington, WA",US
98649,360,TOUTLE,COWLITZ,"Washington, WA",US
98674,360,WOODLAND,COWLITZ,"Washington, WA",US
98802,509,EAST WENATCHEE,DOUGLAS,"Washington, WA",US
98813,509,BRIDGEPORT,DOUGLAS,"Washington, WA",US
98830,509,MANSFIELD,DOUGLAS,"Washington, WA",US
98843,509,ORONDO,DOUGLAS,"Washington, WA",US
98845,509,PALISADES,DOUGLAS,"Washington, WA",US
98850,509,ROCK ISLAND,DOUGLAS,"Washington, WA",US
98858,509,WATERVILLE,DOUGLAS,"Washington, WA",US
99107,509,BOYDS,FERRY,"Washington, WA",US
99118,509,CURLEW,FERRY,"Washington, WA",US
99121,509,DANVILLE,FERRY,"Washington, WA",US
99138,509,INCHELIUM,FERRY,"Washington, WA",US
99140,509,KELLER,FERRY,"Washington, WA",US
99146,509,LAURIER,FERRY,"Washington, WA",US
99150,509,MALO,FERRY,"Washington, WA",US
99160,509,ORIENT,FERRY,"Washington, WA",US
99166,509,REPUBLIC,FERRY,"Washington, WA",US
99301,509,PASCO,FRANKLIN,"Washington, WA",US
99302,509,PASCO,FRANKLIN,"Washington, WA",US
99326,509,CONNELL,FRANKLIN,"Washington, WA",US
99330,509,ELTOPIA,FRANKLIN,"Washington, WA",US
99335,509,KAHLOTUS,FRANKLIN,"Washington, WA",US
99343,509,MESA,FRANKLIN,"Washington, WA",US
99347,509,POMEROY,GARFIELD,"Washington, WA",US
98823,509,EPHRATA,GRANT,"Washington, WA",US
98824,509,GEORGE,GRANT,"Washington, WA",US
98832,509,MARLIN,GRANT,"Washington, WA",US
98837,509,MOSES LAKE,GRANT,"Washington, WA",US
98848,509,QUINCY,GRANT,"Washington, WA",US
98851,509,SOAP LAKE,GRANT,"Washington, WA",US
98853,509,STRATFORD,GRANT,"Washington, WA",US
98857,509,WARDEN,GRANT,"Washington, WA",US
98860,509,WILSON CREEK,GRANT,"Washington, WA",US
99115,509,COULEE CITY,GRANT,"Washington, WA",US
99123,509,ELECTRIC CITY,GRANT,"Washington, WA",US
99133,509,GRAND COULEE,GRANT,"Washington, WA",US
99135,509,HARTLINE,GRANT,"Washington, WA",US
99321,509,BEVERLY,GRANT,"Washington, WA",US
99349,509,MATTAWA,GRANT,"Washington, WA",US
99357,509,ROYAL CITY,GRANT,"Washington, WA",US
98520,360,ABERDEEN,GRAYS HARBOR,"Washington, WA",US
98526,360,AMANDA PARK,GRAYS HARBOR,"Washington, WA",US
98535,360,COPALIS BEACH,GRAYS HARBOR,"Washington, WA",US
98536,360,COPALIS CROSSING,GRAYS HARBOR,"Washington, WA",US
98537,360,COSMOPOLIS,GRAYS HARBOR,"Washington, WA",US
98541,360,ELMA,GRAYS HARBOR,"Washington, WA",US
98547,360,GRAYLAND,GRAYS HARBOR,"Washington, WA",US
98550,360,HOQUIAM,GRAYS HARBOR,"Washington, WA",US
98552,360,HUMPTULIPS,GRAYS HARBOR,"Washington, WA",US
98557,360,MCCLEARY,GRAYS HARBOR,"Washington, WA",US
98559,360,MALONE,GRAYS HARBOR,"Washington, WA",US
98562,360,MOCLIPS,GRAYS HARBOR,"Washington, WA",US
98563,360,MONTESANO,GRAYS HARBOR,"Washington, WA",US
98566,360,NEILTON,GRAYS HARBOR,"Washington, WA",US
98568,360,OAKVILLE,GRAYS HARBOR,"Washington, WA",US
98569,360,OCEAN SHORES,GRAYS HARBOR,"Washington, WA",US
98571,360,PACIFIC BEACH,GRAYS HARBOR,"Washington, WA",US
98575,360,QUINAULT,GRAYS HARBOR,"Washington, WA",US
98583,360,SATSOP,GRAYS HARBOR,"Washington, WA",US
98587,360,TAHOLAH,GRAYS HARBOR,"Washington, WA",US
98595,360,WESTPORT,GRAYS HARBOR,"Washington, WA",US
98236,360,CLINTON,ISLAND,"Washington, WA",US
98239,360,COUPEVILLE,ISLAND,"Washington, WA",US
98249,360,FREELAND,ISLAND,"Washington, WA",US
98253,360,GREENBANK,ISLAND,"Washington, WA",US
98260,360,LANGLEY,ISLAND,"Washington, WA",US
98277,360,OAK HARBOR,ISLAND,"Washington, WA",US
98278,360,OAK HARBOR,ISLAND,"Washington, WA",US
98282,360,CAMANO ISLAND,ISLAND,"Washington, WA",US
98320,360,BRINNON,JEFFERSON,"Washington, WA",US
98325,360,CHIMACUM,JEFFERSON,"Washington, WA",US
98339,360,PORT HADLOCK,JEFFERSON,"Washington, WA",US
98358,360,NORDLAND,JEFFERSON,"Washington, WA",US
98365,360,PORT LUDLOW,JEFFERSON,"Washington, WA",US
98368,360,PORT TOWNSEND,JEFFERSON,"Washington, WA",US
98376,360,QUILCENE,JEFFERSON,"Washington, WA",US
98001,253,AUBURN,KING,"Washington, WA",US
98002,253,AUBURN,KING,"Washington, WA",US
98003,253,FEDERAL WAY,KING,"Washington, WA",US
98004,425,BELLEVUE,KING,"Washington, WA",US
98005,425,BELLEVUE,KING,"Washington, WA",US
98006,425,BELLEVUE,KING,"Washington, WA",US
98007,425,BELLEVUE,KING,"Washington, WA",US
98008,425,BELLEVUE,KING,"Washington, WA",US
98009,425,BELLEVUE,KING,"Washington, WA",US
98010,360,BLACK DIAMOND,KING,"Washington, WA",US
98011,425,BOTHELL,KING,"Washington, WA",US
98013,206,BURTON,KING,"Washington, WA",US
98014,425,CARNATION,KING,"Washington, WA",US
98015,425,BELLEVUE,KING,"Washington, WA",US
98019,425,DUVALL,KING,"Washington, WA",US
98022,360,ENUMCLAW,KING,"Washington, WA",US
98023,253,FEDERAL WAY,KING,"Washington, WA",US
98024,425,FALL CITY,KING,"Washington, WA",US
98025,425,HOBART,KING,"Washington, WA",US
98027,425,ISSAQUAH,KING,"Washington, WA",US
98028,425,KENMORE,KING,"Washington, WA",US
98029,425,ISSAQUAH,KING,"Washington, WA",US
98030,253,KENT,KING,"Washington, WA",US
98031,253/425,KENT,KING,"Washington, WA",US
98032,253,KENT,KING,"Washington, WA",US
98033,206/425,KIRKLAND,KING,"Washington, WA",US
98034,206/425,KIRKLAND,KING,"Washington, WA",US
98035,206/253,KENT,KING,"Washington, WA",US
98038,425,MAPLE VALLEY,KING,"Washington, WA",US
98039,425,MEDINA,KING,"Washington, WA",US
98040,206,MERCER ISLAND,KING,"Washington, WA",US
98041,425,BOTHELL,KING,"Washington, WA",US
98042,253/425,KENT,KING,"Washington, WA",US
98045,425,NORTH BEND,KING,"Washington, WA",US
98047,253,PACIFIC,KING,"Washington, WA",US
98050,425,PRESTON,KING,"Washington, WA",US
98051,360,RAVENSDALE,KING,"Washington, WA",US
98052,425,REDMOND,KING,"Washington, WA",US
98053,425,REDMOND,KING,"Washington, WA",US
98054,253,REDONDO,KING,"Washington, WA",US
98055,425,RENTON,KING,"Washington, WA",US
98056,425,RENTON,KING,"Washington, WA",US
98057,425,RENTON,KING,"Washington, WA",US
98058,425,RENTON,KING,"Washington, WA",US
98059,425,RENTON,KING,"Washington, WA",US
98062,206,SEAHURST,KING,"Washington, WA",US
98063,253,FEDERAL WAY,KING,"Washington, WA",US
98064,206/253,KENT,KING,"Washington, WA",US
98065,425,SNOQUALMIE,KING,"Washington, WA",US
98070,206,VASHON,KING,"Washington, WA",US
98071,253,AUBURN,KING,"Washington, WA",US
98072,425,WOODINVILLE,KING,"Washington, WA",US
98073,425,REDMOND,KING,"Washington, WA",US
98074,425,SAMMAMISH,KING,"Washington, WA",US
98075,425,SAMMAMISH,KING,"Washington, WA",US
98077,425,WOODINVILLE,KING,"Washington, WA",US
98083,425,KIRKLAND,KING,"Washington, WA",US
98089,206/253,KENT,KING,"Washington, WA",US
98092,253,AUBURN,KING,"Washington, WA",US
98093,253,FEDERAL WAY,KING,"Washington, WA",US
98101,206/425,SEATTLE,KING,"Washington, WA",US
98102,206/360/425,SEATTLE,KING,"Washington, WA",US
98103,206,SEATTLE,KING,"Washington, WA",US
98104,206/253/360/425,SEATTLE,KING,"Washington, WA",US
98105,206,SEATTLE,KING,"Washington, WA",US
98106,206,SEATTLE,KING,"Washington, WA",US
98107,206,SEATTLE,KING,"Washington, WA",US
98108,206,SEATTLE,KING,"Washington, WA",US
98109,206/425,SEATTLE,KING,"Washington, WA",US
98111,206,SEATTLE,KING,"Washington, WA",US
98112,206,SEATTLE,KING,"Washington, WA",US
98113,206,SEATTLE,KING,"Washington, WA",US
98114,206,SEATTLE,KING,"Washington, WA",US
98115,206,SEATTLE,KING,"Washington, WA",US
98116,206/425,SEATTLE,KING,"Washington, WA",US
98117,206,SEATTLE,KING,"Washington, WA",US
98118,206,SEATTLE,KING,"Washington, WA",US
98119,206,SEATTLE,KING,"Washington, WA",US
98121,206/360/425,SEATTLE,KING,"Washington, WA",US
98122,206,SEATTLE,KING,"Washington, WA",US
98124,206,SEATTLE,KING,"Washington, WA",US
98125,206,SEATTLE,KING,"Washington, WA",US
98126,206,SEATTLE,KING,"Washington, WA",US
98127,206,SEATTLE,KING,"Washington, WA",US
98129,206,SEATTLE,KING,"Washington, WA",US
98131,206,SEATTLE,KING,"Washington, WA",US
98132,206,SEATTLE,KING,"Washington, WA",US
98133,206/425,SEATTLE,KING,"Washington, WA",US
98134,206,SEATTLE,KING,"Washington, WA",US
98136,206,SEATTLE,KING,"Washington, WA",US
98138,206,SEATTLE,KING,"Washington, WA",US
98139,206,SEATTLE,KING,"Washington, WA",US
98141,206,SEATTLE,KING,"Washington, WA",US
98144,206,SEATTLE,KING,"Washington, WA",US
98145,206,SEATTLE,KING,"Washington, WA",US
98146,206,SEATTLE,KING,"Washington, WA",US
98148,206,SEATTLE,KING,"Washington, WA",US
98151,206,SEATTLE,KING,"Washington, WA",US
98154,206/253/360/425,SEATTLE,KING,"Washington, WA",US
98155,206,SEATTLE,KING,"Washington, WA",US
98158,206,SEATTLE,KING,"Washington, WA",US
98160,206,SEATTLE,KING,"Washington, WA",US
98161,206/425,SEATTLE,KING,"Washington, WA",US
98164,206,SEATTLE,KING,"Washington, WA",US
98165,206,SEATTLE,KING,"Washington, WA",US
98166,206,SEATTLE,KING,"Washington, WA",US
98168,206,SEATTLE,KING,"Washington, WA",US
98170,206,SEATTLE,KING,"Washington, WA",US
98171,206,SEATTLE,KING,"Washington, WA",US
98174,206,SEATTLE,KING,"Washington, WA",US
98175,206,SEATTLE,KING,"Washington, WA",US
98177,206/425,SEATTLE,KING,"Washington, WA",US
98178,206/253/425,SEATTLE,KING,"Washington, WA",US
98181,206,SEATTLE,KING,"Washington, WA",US
98184,206,SEATTLE,KING,"Washington, WA",US
98185,206,SEATTLE,KING,"Washington, WA",US
98188,206/253/425,SEATTLE,KING,"Washington, WA",US
98190,206,SEATTLE,KING,"Washington, WA",US
98191,206,SEATTLE,KING,"Washington, WA",US
98194,206,SEATTLE,KING,"Washington, WA",US
98195,206,SEATTLE,KING,"Washington, WA",US
98198,206,SEATTLE,KING,"Washington, WA",US
98199,206,SEATTLE,KING,"Washington, WA",US
98224,360,BARING,KING,"Washington, WA",US
98288,253,SKYKOMISH,KING,"Washington, WA",US
98061,206,ROLLINGBAY,KITSAP,"Washington, WA",US
98110,206,BAINBRIDGE ISLAND,KITSAP,"Washington, WA",US
98310,360,BREMERTON,KITSAP,"Washington, WA",US
98311,360,BREMERTON,KITSAP,"Washington, WA",US
98312,360,BREMERTON,KITSAP,"Washington, WA",US
98314,360,BREMERTON,KITSAP,"Washington, WA",US
98315,360,SILVERDALE,KITSAP,"Washington, WA",US
98322,253,BURLEY,KITSAP,"Washington, WA",US
98337,360,BREMERTON,KITSAP,"Washington, WA",US
98340,360,HANSVILLE,KITSAP,"Washington, WA",US
98342,360,INDIANOLA,KITSAP,"Washington, WA",US
98345,360,KEYPORT,KITSAP,"Washington, WA",US
98346,360,KINGSTON,KITSAP,"Washington, WA",US
98353,360,MANCHESTER,KITSAP,"Washington, WA",US
98359,253,OLALLA,KITSAP,"Washington, WA",US
98364,360,PORT GAMBLE,KITSAP,"Washington, WA",US
98366,360,PORT ORCHARD,KITSAP,"Washington, WA",US
98367,360,PORT ORCHARD,KITSAP,"Washington, WA",US
98370,360,POULSBO,KITSAP,"Washington, WA",US
98378,360,RETSIL,KITSAP,"Washington, WA",US
98380,360,SEABECK,KITSAP,"Washington, WA",US
98383,360,SILVERDALE,KITSAP,"Washington, WA",US
98384,360,SOUTH COLBY,KITSAP,"Washington, WA",US
98386,360,SOUTHWORTH,KITSAP,"Washington, WA",US
98392,360,SUQUAMISH,KITSAP,"Washington, WA",US
98393,360,TRACYTON,KITSAP,"Washington, WA",US
98068,425,SNOQUALMIE PASS,KITTITAS,"Washington, WA",US
98922,509,CLE ELUM,KITTITAS,"Washington, WA",US
98925,509,EASTON,KITTITAS,"Washington, WA",US
98926,509,ELLENSBURG,KITTITAS,"Washington, WA",US
98934,509,KITTITAS,KITTITAS,"Washington, WA",US
98940,509,RONALD,KITTITAS,"Washington, WA",US
98941,509,ROSLYN,KITTITAS,"Washington, WA",US
98943,509,SOUTH CLE ELUM,KITTITAS,"Washington, WA",US
98946,509,THORP,KITTITAS,"Washington, WA",US
98950,509,VANTAGE,KITTITAS,"Washington, WA",US
98602,509,APPLETON,KLICKITAT,"Washington, WA",US
98605,509,BINGEN,KLICKITAT,"Washington, WA",US
98613,509,CENTERVILLE,KLICKITAT,"Washington, WA",US
98617,509,DALLESPORT,KLICKITAT,"Washington, WA",US
98619,509,GLENWOOD,KLICKITAT,"Washington, WA",US
98620,509,GOLDENDALE,KLICKITAT,"Washington, WA",US
98623,509,HUSUM,KLICKITAT,"Washington, WA",US
98628,509,KLICKITAT,KLICKITAT,"Washington, WA",US
98635,509,LYLE,KLICKITAT,"Washington, WA",US
98650,509,TROUT LAKE,KLICKITAT,"Washington, WA",US
98670,509,WAHKIACUS,KLICKITAT,"Washington, WA",US
98672,509,WHITE SALMON,KLICKITAT,"Washington, WA",US
98673,509,WISHRAM,KLICKITAT,"Washington, WA",US
99322,509,BICKLETON,KLICKITAT,"Washington, WA",US
99356,509,ROOSEVELT,KLICKITAT,"Washington, WA",US
98336,360,GLENOMA,LEWIS,"Washington, WA",US
98355,360,MINERAL,LEWIS,"Washington, WA",US
98356,360,MORTON,LEWIS,"Washington, WA",US
98361,360,PACKWOOD,LEWIS,"Washington, WA",US
98377,360,RANDLE,LEWIS,"Washington, WA",US
98522,360,ADNA,LEWIS,"Washington, WA",US
98531,360,CENTRALIA,LEWIS,"Washington, WA",US
98532,360,CHEHALIS,LEWIS,"Washington, WA",US
98533,360,CINEBAR,LEWIS,"Washington, WA",US
98538,360,CURTIS,LEWIS,"Washington, WA",US
98539,360,DOTY,LEWIS,"Washington, WA",US
98542,360,ETHEL,LEWIS,"Washington, WA",US
98544,360,GALVIN,LEWIS,"Washington, WA",US
98564,360,MOSSYROCK,LEWIS,"Washington, WA",US
98565,360,NAPAVINE,LEWIS,"Washington, WA",US
98570,360,ONALASKA,LEWIS,"Washington, WA",US
98572,360,PE ELL,LEWIS,"Washington, WA",US
98582,360,SALKUM,LEWIS,"Washington, WA",US
98585,360,SILVER CREEK,LEWIS,"Washington, WA",US
98591,360,TOLEDO,LEWIS,"Washington, WA",US
98593,360,VADER,LEWIS,"Washington, WA",US
98596,360,WINLOCK,LEWIS,"Washington, WA",US
99008,509,EDWALL,LINCOLN,"Washington, WA",US
99029,509,REARDAN,LINCOLN,"Washington, WA",US
99032,509,SPRAGUE,LINCOLN,"Washington, WA",US
99103,509,ALMIRA,LINCOLN,"Washington, WA",US
99117,509,CRESTON,LINCOLN,"Washington, WA",US
99122,509,DAVENPORT,LINCOLN,"Washington, WA",US
99134,509,HARRINGTON,LINCOLN,"Washington, WA",US
99144,509,LAMONA,LINCOLN,"Washington, WA",US
99147,509,LINCOLN,LINCOLN,"Washington, WA",US
99154,509,MOHLER,LINCOLN,"Washington, WA",US
99159,509,ODESSA,LINCOLN,"Washington, WA",US
99185,509,WILBUR,LINCOLN,"Washington, WA",US
98524,360,ALLYN,MASON,"Washington, WA",US
98528,360,BELFAIR,MASON,"Washington, WA",US
98546,360,GRAPEVIEW,MASON,"Washington, WA",US
98548,360,HOODSPORT,MASON,"Washington, WA",US
98555,360,LILLIWAUP,MASON,"Washington, WA",US
98560,360,MATLOCK,MASON,"Washington, WA",US
98584,360,SHELTON,MASON,"Washington, WA",US
98588,360,TAHUYA,MASON,"Washington, WA",US
98592,360,UNION,MASON,"Washington, WA",US
98812,509,BREWSTER,OKANOGAN,"Washington, WA",US
98814,509,CARLTON,OKANOGAN,"Washington, WA",US
98819,509,CONCONULLY,OKANOGAN,"Washington, WA",US
98827,509,LOOMIS,OKANOGAN,"Washington, WA",US
98829,509,MALOTT,OKANOGAN,"Washington, WA",US
98833,509,MAZAMA,OKANOGAN,"Washington, WA",US
98834,509,METHOW,OKANOGAN,"Washington, WA",US
98840,509,OKANOGAN,OKANOGAN,"Washington, WA",US
98841,509,OMAK,OKANOGAN,"Washington, WA",US
98844,509,OROVILLE,OKANOGAN,"Washington, WA",US
98846,509,PATEROS,OKANOGAN,"Washington, WA",US
98849,509,RIVERSIDE,OKANOGAN,"Washington, WA",US
98855,509,TONASKET,OKANOGAN,"Washington, WA",US
98856,509,TWISP,OKANOGAN,"Washington, WA",US
98859,509,WAUCONDA,OKANOGAN,"Washington, WA",US
98862,509,WINTHROP,OKANOGAN,"Washington, WA",US
99116,509,COULEE DAM,OKANOGAN,"Washington, WA",US
99124,509,ELMER CITY,OKANOGAN,"Washington, WA",US
99155,509,NESPELEM,OKANOGAN,"Washington, WA",US
98527,360,BAY CENTER,PACIFIC,"Washington, WA",US
98554,360,LEBAM,PACIFIC,"Washington, WA",US
98561,360,MENLO,PACIFIC,"Washington, WA",US
98577,360,RAYMOND,PACIFIC,"Washington, WA",US
98586,360,SOUTH BEND,PACIFIC,"Washington, WA",US
98590,360,TOKELAND,PACIFIC,"Washington, WA",US
98614,360,CHINOOK,PACIFIC,"Washington, WA",US
98624,360,ILWACO,PACIFIC,"Washington, WA",US
98631,360,LONG BEACH,PACIFIC,"Washington, WA",US
98637,360,NAHCOTTA,PACIFIC,"Washington, WA",US
98638,360,NASELLE,PACIFIC,"Washington, WA",US
98640,360,OCEAN PARK,PACIFIC,"Washington, WA",US
98641,360,OYSTERVILLE,PACIFIC,"Washington, WA",US
98644,360,SEAVIEW,PACIFIC,"Washington, WA",US
99119,509,CUSICK,PEND OREILLE,"Washington, WA",US
99139,509,IONE,PEND OREILLE,"Washington, WA",US
99152,509,METALINE,PEND OREILLE,"Washington, WA",US
99153,509,METALINE FALLS,PEND OREILLE,"Washington, WA",US
99156,509,NEWPORT,PEND OREILLE,"Washington, WA",US
99180,509,USK,PEND OREILLE,"Washington, WA",US
98303,253,ANDERSON ISLAND,PIERCE,"Washington, WA",US
98304,360,ASHFORD,PIERCE,"Washington, WA",US
98321,360,BUCKLEY,PIERCE,"Washington, WA",US
98323,360,CARBONADO,PIERCE,"Washington, WA",US
98327,253,DUPONT,PIERCE,"Washington, WA",US
98328,253/360,EATONVILLE,PIERCE,"Washington, WA",US
98329,253,GIG HARBOR,PIERCE,"Washington, WA",US
98330,360,ELBE,PIERCE,"Washington, WA",US
98332,253,GIG HARBOR,PIERCE,"Washington, WA",US
98333,253,FOX ISLAND,PIERCE,"Washington, WA",US
98335,253,GIG HARBOR,PIERCE,"Washington, WA",US
98338,253,GRAHAM,PIERCE,"Washington, WA",US
98344,360,KAPOWSIN,PIERCE,"Washington, WA",US
98348,360,LA GRANDE,PIERCE,"Washington, WA",US
98349,253,LAKEBAY,PIERCE,"Washington, WA",US
98351,253,LONGBRANCH,PIERCE,"Washington, WA",US
98352,253,SUMNER,PIERCE,"Washington, WA",US
98354,253,MILTON,PIERCE,"Washington, WA",US
98360,360,ORTING,PIERCE,"Washington, WA",US
98371,253,PUYALLUP,PIERCE,"Washington, WA",US
98372,253,PUYALLUP,PIERCE,"Washington, WA",US
98373,253,PUYALLUP,PIERCE,"Washington, WA",US
98374,253,PUYALLUP,PIERCE,"Washington, WA",US
98375,253,PUYALLUP,PIERCE,"Washington, WA",US
98385,360,SOUTH PRAIRIE,PIERCE,"Washington, WA",US
98387,253,SPANAWAY,PIERCE,"Washington, WA",US
98388,253,STEILACOOM,PIERCE,"Washington, WA",US
98390,253,SUMNER,PIERCE,"Washington, WA",US
98391,253,BONNEY LAKE,PIERCE,"Washington, WA",US
98394,360,VAUGHN,PIERCE,"Washington, WA",US
98395,360,WAUNA,PIERCE,"Washington, WA",US
98396,360,WILKESON,PIERCE,"Washington, WA",US
98397,360,LONGMIRE,PIERCE,"Washington, WA",US
98398,360,PARADISE INN,PIERCE,"Washington, WA",US
98401,253,TACOMA,PIERCE,"Washington, WA",US
98402,253,TACOMA,PIERCE,"Washington, WA",US
98403,253,TACOMA,PIERCE,"Washington, WA",US
98404,253,TACOMA,PIERCE,"Washington, WA",US
98405,253,TACOMA,PIERCE,"Washington, WA",US
98406,253,TACOMA,PIERCE,"Washington, WA",US
98407,253,TACOMA,PIERCE,"Washington, WA",US
98408,253,TACOMA,PIERCE,"Washington, WA",US
98409,253,TACOMA,PIERCE,"Washington, WA",US
98411,253,TACOMA,PIERCE,"Washington, WA",US
98412,253,TACOMA,PIERCE,"Washington, WA",US
98413,253,TACOMA,PIERCE,"Washington, WA",US
98415,253,TACOMA,PIERCE,"Washington, WA",US
98416,253,TACOMA,PIERCE,"Washington, WA",US
98417,253,TACOMA,PIERCE,"Washington, WA",US
98418,253,TACOMA,PIERCE,"Washington, WA",US
98419,253,TACOMA,PIERCE,"Washington, WA",US
98421,253,TACOMA,PIERCE,"Washington, WA",US
98422,253,TACOMA,PIERCE,"Washington, WA",US
98424,253,TACOMA,PIERCE,"Washington, WA",US
98430,206,CAMP MURRAY,PIERCE,"Washington, WA",US
98431,253,TACOMA,PIERCE,"Washington, WA",US
98433,253,TACOMA,PIERCE,"Washington, WA",US
98438,253,MCCHORD AFB,PIERCE,"Washington, WA",US
98439,253,LAKEWOOD,PIERCE,"Washington, WA",US
98442,253,TACOMA,PIERCE,"Washington, WA",US
98443,253,TACOMA,PIERCE,"Washington, WA",US
98444,253,TACOMA,PIERCE,"Washington, WA",US
98445,253,TACOMA,PIERCE,"Washington, WA",US
98446,253,TACOMA,PIERCE,"Washington, WA",US
98447,253,TACOMA,PIERCE,"Washington, WA",US
98448,253,TACOMA,PIERCE,"Washington, WA",US
98450,253,TACOMA,PIERCE,"Washington, WA",US
98455,253,TACOMA,PIERCE,"Washington, WA",US
98460,253,TACOMA,PIERCE,"Washington, WA",US
98464,253,TACOMA,PIERCE,"Washington, WA",US
98465,253,TACOMA,PIERCE,"Washington, WA",US
98466,253,TACOMA,PIERCE,"Washington, WA",US
98467,253,UNIVERSITY PLACE,PIERCE,"Washington, WA",US
98471,253,TACOMA,PIERCE,"Washington, WA",US
98477,253,TACOMA,PIERCE,"Washington, WA",US
98481,253,TACOMA,PIERCE,"Washington, WA",US
98490,253,TACOMA,PIERCE,"Washington, WA",US
98492,253,LAKEWOOD,PIERCE,"Washington, WA",US
98493,253,TACOMA,PIERCE,"Washington, WA",US
98496,253,LAKEWOOD,PIERCE,"Washington, WA",US
98497,253,LAKEWOOD,PIERCE,"Washington, WA",US
98498,253,LAKEWOOD,PIERCE,"Washington, WA",US
98499,253,LAKEWOOD,PIERCE,"Washington, WA",US
98558,360,MCKENNA,PIERCE,"Washington, WA",US
98580,253,ROY,PIERCE,"Washington, WA",US
98222,360,BLAKELY ISLAND,SAN JUAN,"Washington, WA",US
98243,360,DEER HARBOR,SAN JUAN,"Washington, WA",US
